Attendance,Hours_Studied,Support_Multiplier,Overcoming_Odds,Disadvantage_Score,Tutoring_Sessions,Motivation_Sustainability,Access_to_Resources,Parental_Education_Level,Previous_Scores,Inefficiency_Flag,Teacher_Quality,Motivation_Level,Effort_Payoff,Family_Income,Sleep_Hours,Physical_Activity,Peer_Influence,Support_Index,Resilience_Score,Exam_Score
88,13,3.9000000000000004,58,2,1,1.7952000000000001,Medium,High School,68,False,Medium,High,4.857142857142857,High,4,2,Positive,6.0,1,67
68,11,3.3000000000000003,67,4,1,1.1832,Medium,High School,87,False,Medium,Medium,7.25,Low,5,4,Positive,6.0,0,62
96,7,1.0499999999999998,35,3,1,0.96,Low,College,50,False,Medium,Medium,6.25,High,6,3,Negative,3.0,0,65
97,24,,31,4,3,0.9894,Medium,Postgraduate,51,True,,Medium,2.04,Low,8,2,Neutral,,0,73
99,17,4.25,71,3,1,0.8513999999999999,Medium,College,86,False,Medium,Low,4.777777777777778,Medium,10,2,Positive,5.0,0,70
98,38,3.8,59,7,2,1.8423999999999998,Medium,Postgraduate,94,False,Low,Medium,2.41025641025641,Low,6,4,Negative,2.0,0,75
71,14,3.5,84,1,0,1.2638,High,Postgraduate,89,False,Medium,Medium,5.933333333333334,Medium,8,3,Neutral,5.0,0,66
80,14,3.5,36,4,1,0.44800000000000006,Medium,Postgraduate,56,False,Medium,Low,3.7333333333333334,Low,10,3,Positive,5.0,0,65
67,17,2.55,82,3,1,1.2998,Medium,Postgraduate,97,False,Low,Medium,5.388888888888889,Medium,9,3,Neutral,3.0,0,64
92,21,5.25,46,6,2,0.6992,Low,College,76,False,Medium,Low,3.4545454545454546,Low,6,5,Positive,5.0,0,70
96,17,5.1,77,2,0,1.6703999999999999,High,High School,87,False,Medium,Medium,4.833333333333333,Medium,8,5,Positive,6.0,0,71
94,24,4.8,35,5,0,0.564,Medium,High School,60,True,Medium,Low,2.4,Medium,8,3,Neutral,4.0,0,68
77,14,4.199999999999999,52,5,1,0.5929,Medium,College,77,False,High,Low,5.133333333333334,Low,6,2,Neutral,6.0,0,64
90,12,1.7999999999999998,52,3,2,0.6030000000000001,High,High School,67,False,Low,Low,5.153846153846154,Low,8,3,Neutral,3.0,0,67
64,9,3.15,79,4,6,1.2672,High,High School,99,False,High,Medium,9.9,Low,6,6,Positive,7.0,0,65
62,7,1.75,64,2,3,0.9176,Medium,Postgraduate,74,False,Medium,Medium,9.25,Medium,7,3,Neutral,5.0,0,62
90,17,3.4,68,4,1,0.792,High,College,88,False,Medium,Low,4.888888888888889,Medium,5,1,Negative,4.0,0,68
77,18,2.7,70,2,1,1.2320000000000002,Medium,College,80,False,Low,Medium,4.2105263157894735,Medium,4,2,Negative,3.0,0,66
100,16,3.2,40,3,1,1.6500000000000001,High,College,55,False,Medium,High,3.235294117647059,Low,7,2,Negative,4.0,0,69
64,27,6.75,67,2,3,1.4784,Medium,High School,77,False,Medium,High,2.75,High,7,4,Neutral,5.0,0,68
94,27,8.100000000000001,52,5,0,1.4476,Low,College,77,False,High,Medium,2.75,Medium,5,2,Positive,6.0,0,71
79,18,3.6,66,4,3,1.3588,High,College,86,False,Low,Medium,4.526315789473684,Low,8,4,Neutral,4.0,0,68
93,9,1.8,36,6,0,1.2276,Low,College,66,False,Low,Medium,6.6,Low,7,2,Neutral,4.0,0,64
93,17,2.55,58,7,0,0.8649000000000001,Medium,College,93,False,Medium,Low,5.166666666666667,Low,8,3,Negative,3.0,0,66
97,16,5.6000000000000005,61,4,0,2.3571000000000004,Low,High School,81,False,High,High,4.764705882352941,High,8,2,Positive,7.0,1,70
72,16,3.2,27,5,1,0.7488,Medium,College,52,False,High,Medium,3.0588235294117645,Medium,9,1,Negative,4.0,0,60
98,16,5.6000000000000005,60,5,0,0.833,Medium,College,85,False,High,Low,5.0,Low,8,2,Positive,7.0,0,69
66,16,4.800000000000001,80,3,1,0.627,Medium,College,95,False,Medium,Low,5.588235294117647,Medium,7,4,Positive,6.0,0,65
63,18,5.4,79,1,1,1.0584,High,High School,84,False,High,Medium,4.421052631578948,Medium,7,2,Neutral,6.0,0,66
77,16,3.2,44,5,1,1.0626,Low,High School,69,False,Medium,Medium,4.0588235294117645,Medium,10,3,Neutral,4.0,0,64
93,21,6.300000000000001,75,1,0,1.4880000000000002,High,College,80,False,High,Medium,3.6363636363636362,High,8,1,Positive,6.0,0,71
79,22,5.5,39,4,0,0.9322,Low,College,59,False,Medium,Medium,2.5652173913043477,Medium,7,3,Positive,5.0,0,66
93,15,4.5,45,7,0,0.7440000000000001,Low,High School,80,False,Medium,Low,5.0,Low,7,3,Positive,6.0,0,66
89,28,2.8,50,5,1,1.335,Medium,High School,75,False,Low,Medium,2.586206896551724,Low,6,3,Negative,2.0,0,68
68,14,2.8,51,0,1,1.0404,High,High School,51,False,Medium,High,3.4,High,5,5,Neutral,4.0,0,63
98,10,2.5,31,7,1,0.6468,Low,College,66,False,High,Low,6.0,Low,10,2,Negative,5.0,0,66
62,22,6.6000000000000005,35,5,0,0.372,Medium,College,60,False,High,Low,2.608695652173913,Medium,8,2,Positive,6.0,0,61
96,15,4.5,35,7,4,2.016,Low,College,70,False,High,High,4.375,Low,5,3,Positive,6.0,1,70
72,22,5.5,57,1,5,0.44639999999999996,High,College,62,False,Medium,Low,2.6956521739130435,High,7,2,Neutral,5.0,0,68
80,6,1.5,67,5,5,0.7360000000000001,Medium,Postgraduate,92,False,Medium,Low,13.142857142857142,Low,9,2,Neutral,5.0,0,65
77,28,4.199999999999999,65,4,0,1.9635,Medium,Postgraduate,85,False,Medium,High,2.9310344827586206,Low,6,1,Negative,3.0,0,69
67,24,7.199999999999999,77,2,0,0.5829000000000001,High,College,87,False,Medium,Low,3.48,Medium,6,4,Positive,6.0,0,67
74,11,2.75,58,2,0,0.5032,Medium,High School,68,False,Medium,Low,5.666666666666667,Medium,8,3,Positive,5.0,0,62
68,11,3.8500000000000005,20,6,2,0.34,High,High School,50,False,High,Low,4.166666666666667,Low,8,4,Positive,7.0,0,61
68,30,9.0,56,1,1,1.2444,High,Postgraduate,61,True,Medium,High,1.967741935483871,Medium,6,3,Positive,6.0,1,70
67,16,3.2,83,1,0,1.1792,Medium,College,88,False,Low,Medium,5.176470588235294,High,6,3,Neutral,4.0,0,65
80,15,3.0,60,4,1,1.2800000000000002,Medium,High School,80,False,Medium,Medium,5.0,Low,8,4,Neutral,4.0,0,65
92,6,2.1,52,5,1,1.4168,Medium,High School,77,False,High,Medium,11.0,Low,5,4,Positive,7.0,0,66
83,18,4.5,54,2,1,0.5312,High,High School,64,False,High,Low,3.3684210526315788,Medium,6,3,Negative,5.0,0,66
96,19,4.75,29,5,1,1.5552000000000001,Medium,College,54,False,Medium,High,2.7,Low,7,3,Neutral,5.0,0,69
85,24,4.8,74,3,1,1.513,High,High School,89,False,Medium,Medium,3.56,Low,8,3,Neutral,4.0,0,70
88,12,2.4,42,2,1,0.4576,Medium,High School,52,False,High,Low,4.0,Medium,6,1,Negative,4.0,0,63
87,11,2.75,28,5,1,1.3833,Medium,High School,53,False,Medium,High,4.416666666666667,Medium,8,3,Positive,5.0,0,64
78,23,5.75,35,6,1,1.521,Low,College,65,False,High,High,2.7083333333333335,Low,9,2,Neutral,5.0,0,65
88,26,7.800000000000001,59,4,1,1.3904,Medium,High School,79,False,High,Medium,2.925925925925926,Low,6,4,Neutral,6.0,0,71
63,11,2.75,85,3,0,1.8900000000000001,Medium,High School,100,False,Medium,High,8.333333333333334,Medium,10,3,Neutral,5.0,0,61
94,26,6.5,25,6,2,0.517,Low,High School,55,True,Medium,Low,2.037037037037037,High,9,3,Neutral,5.0,0,69
91,20,4.0,64,2,1,1.3468,Medium,High School,74,False,Medium,Medium,3.5238095238095237,Medium,7,4,Neutral,4.0,0,69
70,27,5.4,55,5,1,0.5599999999999999,Medium,High School,80,False,Medium,Low,2.857142857142857,Low,7,3,Neutral,4.0,0,66
91,20,5.0,86,1,3,1.6562000000000001,Medium,High School,91,False,High,Medium,4.333333333333333,High,6,2,Neutral,5.0,0,72
61,5,1.0,74,2,1,1.5372,Medium,College,84,False,Medium,High,14.0,Medium,9,3,Neutral,4.0,0,60
69,19,3.8,45,9,0,1.242,Low,College,90,False,Medium,Medium,4.5,Low,7,1,Neutral,4.0,0,62
63,26,7.800000000000001,61,3,3,0.9576,Medium,High School,76,False,High,Medium,2.814814814814815,Medium,5,5,Neutral,6.0,0,66
91,15,4.5,67,1,1,0.6552,High,High School,72,False,High,Low,4.5,High,4,2,Neutral,6.0,0,69
90,18,1.8,71,2,2,1.4580000000000002,Medium,Postgraduate,81,False,Low,Medium,4.2631578947368425,Medium,7,3,Negative,2.0,0,69
93,19,2.8499999999999996,85,2,3,0.8835,High,High School,95,False,Medium,Low,4.75,Medium,7,3,Negative,3.0,0,71
60,3,0.8999999999999999,43,7,1,0.46799999999999997,Low,Postgraduate,78,False,Medium,Low,19.5,Low,6,1,Positive,6.0,0,57
80,30,7.5,65,3,0,1.2800000000000002,High,Postgraduate,80,False,Medium,Medium,2.5806451612903225,Low,5,4,Positive,5.0,0,72
88,15,5.25,42,5,1,1.1792,Medium,High School,67,False,High,Medium,4.1875,Medium,4,4,Positive,7.0,0,66
66,23,6.8999999999999995,65,3,1,1.056,Medium,College,80,False,Medium,Medium,3.3333333333333335,Medium,6,3,Positive,6.0,0,66
86,19,4.75,66,3,3,1.3932,Medium,College,81,False,High,Medium,4.05,Medium,6,3,Neutral,5.0,0,70
63,28,8.399999999999999,63,5,2,1.1088,Medium,High School,88,False,High,Medium,3.0344827586206895,Low,8,2,Positive,6.0,0,67
67,22,4.4,64,3,1,1.0586000000000002,Medium,College,79,False,Low,Medium,3.4347826086956523,Medium,7,3,Neutral,4.0,0,65
79,19,4.75,35,5,1,0.474,Medium,High School,60,False,Medium,Low,3.0,Low,9,3,Neutral,5.0,0,63
86,15,3.75,49,6,3,1.3588,Low,College,79,False,Medium,Medium,4.9375,Low,8,3,Positive,5.0,0,68
66,25,7.5,40,5,0,0.8580000000000001,Medium,High School,65,False,Medium,Medium,2.5,Medium,8,3,Positive,6.0,0,63
67,9,3.15,44,2,3,0.7236000000000001,High,College,54,False,High,Medium,5.4,Medium,8,5,Positive,7.0,0,63
68,24,4.8,81,2,1,1.8564,Medium,College,91,False,Medium,High,3.64,High,5,4,Negative,4.0,0,68
70,13,2.6,28,5,2,0.742,Medium,College,53,False,Medium,Medium,3.7857142857142856,Low,6,0,Negative,4.0,0,60
69,28,5.6,67,3,0,1.6973999999999998,Medium,High School,82,False,Medium,High,2.8275862068965516,Medium,10,2,Neutral,4.0,0,67
76,21,5.25,54,9,0,2.2572,Low,College,99,False,Low,High,4.5,Low,4,3,Positive,5.0,0,65
86,24,7.199999999999999,24,6,0,0.9288000000000001,Low,College,54,True,High,Medium,2.16,Low,7,2,Neutral,6.0,0,68
78,20,4.0,36,5,0,0.9516,Low,High School,61,False,Medium,Medium,2.9047619047619047,Medium,8,2,Neutral,4.0,0,62
91,9,1.8,63,5,2,0.8008000000000001,Low,Postgraduate,88,False,Medium,Low,8.8,Medium,4,4,Neutral,4.0,0,65
89,15,4.5,30,5,1,1.4685000000000001,Medium,High School,55,False,Medium,High,3.4375,Low,6,3,Positive,6.0,1,66
65,24,7.199999999999999,77,3,3,0.5980000000000001,Medium,High School,92,False,High,Low,3.68,Medium,10,4,Neutral,6.0,0,67
62,21,4.2,35,3,1,0.31,High,High School,50,False,Medium,Low,2.272727272727273,High,7,2,Negative,4.0,0,60
95,27,6.75,74,4,2,2.6789999999999994,High,Postgraduate,94,False,Medium,High,3.357142857142857,Medium,6,4,Neutral,5.0,0,74
63,22,5.5,23,6,1,0.6678000000000001,Low,High School,53,False,Medium,Medium,2.3043478260869565,High,7,4,Neutral,5.0,0,62
66,14,2.8,76,4,0,0.6336,Medium,College,96,False,Medium,Low,6.4,High,6,3,Negative,4.0,0,61
61,15,3.75,78,3,0,1.7019000000000002,Medium,High School,93,False,High,High,5.8125,Medium,10,4,Neutral,5.0,0,63
85,21,4.2,42,7,2,1.309,Low,College,77,False,Medium,Medium,3.5,Low,6,3,Neutral,4.0,0,66
83,6,1.5,64,5,1,1.4774,Medium,Postgraduate,89,False,Medium,Medium,12.714285714285714,Low,6,4,Positive,5.0,0,65
99,30,7.5,29,5,0,1.0692000000000002,Medium,Postgraduate,54,True,Medium,Medium,1.7419354838709677,Medium,5,3,Positive,5.0,0,72
95,23,4.6,37,4,1,1.083,Medium,High School,57,False,Medium,Medium,2.375,Low,7,2,Neutral,4.0,0,70
76,27,6.75,63,1,1,1.0336,High,Postgraduate,68,False,Medium,Medium,2.4285714285714284,Medium,7,3,Neutral,5.0,0,71
75,11,3.3000000000000003,77,0,1,1.155,High,College,77,False,High,Medium,6.416666666666667,High,9,2,Neutral,6.0,0,64
72,27,6.75,88,1,1,0.6696,High,College,93,False,Medium,Low,3.3214285714285716,High,5,2,Positive,5.0,0,70
66,33,4.949999999999999,62,3,2,1.0164,Medium,High School,77,False,Low,Medium,2.264705882352941,Medium,8,3,Neutral,3.0,0,68
66,12,3.0,63,4,1,1.0956,High,High School,83,False,Medium,Medium,6.384615384615385,Medium,7,3,Neutral,5.0,0,61
65,25,7.5,79,1,1,1.6380000000000001,Medium,High School,84,False,Medium,High,3.230769230769231,High,4,2,Positive,6.0,1,68
65,20,6.0,59,7,1,1.222,Medium,Postgraduate,94,False,High,Medium,4.476190476190476,Low,6,2,Positive,6.0,0,64
70,11,3.3000000000000003,79,2,2,0.623,High,High School,89,False,Medium,Low,7.416666666666667,Medium,6,4,Positive,6.0,0,64
72,23,6.8999999999999995,89,2,2,1.4256,High,Postgraduate,99,False,High,Medium,4.125,Medium,10,4,Neutral,6.0,0,71
98,25,7.5,41,2,0,0.9996,High,College,51,True,Medium,Medium,1.9615384615384615,Medium,8,2,Positive,6.0,0,72
83,16,4.800000000000001,50,2,0,0.9959999999999999,Medium,College,60,False,Medium,Medium,3.5294117647058822,High,7,1,Positive,6.0,0,66
100,27,9.450000000000001,62,7,4,0.97,Medium,High School,97,False,High,Low,3.4642857142857144,Low,4,3,Positive,7.0,0,74
75,10,3.5,75,3,3,1.35,Medium,Postgraduate,90,False,High,Medium,8.181818181818182,Medium,4,3,Positive,7.0,0,65
78,11,2.2,48,3,1,0.4914,High,High School,63,False,Medium,Low,5.25,Low,8,3,Neutral,4.0,0,64
73,21,7.3500000000000005,89,2,1,1.4454,Medium,College,99,False,High,Medium,4.5,Medium,8,4,Positive,7.0,0,69
67,20,3.0,68,5,1,0.6231000000000001,Medium,College,93,False,Medium,Low,4.428571428571429,Low,6,3,Negative,3.0,0,62
66,16,3.2,38,3,2,1.0494,Medium,Postgraduate,53,False,Medium,High,3.1176470588235294,Medium,7,2,Negative,4.0,0,62
98,25,6.25,46,9,2,1.7836,Low,Postgraduate,91,False,Low,Medium,3.5,Low,7,3,Positive,5.0,0,72
99,23,4.6,79,2,1,2.6433,High,High School,89,False,Medium,High,3.7083333333333335,Medium,7,3,Neutral,4.0,0,73
62,25,6.25,36,5,1,1.1345999999999998,Low,Postgraduate,61,True,Medium,High,2.3461538461538463,Medium,6,4,Positive,5.0,0,64
66,19,4.75,68,3,2,1.0956,Medium,High School,83,False,High,Medium,4.15,Medium,8,3,Neutral,5.0,0,65
77,24,7.199999999999999,84,3,1,1.5246,High,High School,99,False,Medium,Medium,3.96,Low,9,1,Positive,6.0,0,70
67,17,5.1,74,2,1,1.6884000000000001,Medium,Postgraduate,84,False,High,High,4.666666666666667,High,6,3,Neutral,6.0,1,66
75,32,8.0,76,3,1,0.6825,High,College,91,False,Medium,Low,2.757575757575758,High,5,2,Positive,5.0,0,70
65,15,4.5,45,2,2,0.35750000000000004,High,High School,55,False,Medium,Low,3.4375,Medium,6,3,Positive,6.0,0,63
78,33,9.899999999999999,41,9,1,1.3416000000000001,Low,High School,86,False,High,Medium,2.5294117647058822,Low,7,4,Positive,6.0,0,69
71,20,5.0,50,2,0,0.426,Medium,High School,60,False,Medium,Low,2.857142857142857,Medium,8,2,Neutral,5.0,0,64
74,12,3.0,29,5,2,0.7992,Medium,Postgraduate,54,False,Medium,Medium,4.153846153846154,Medium,8,5,Positive,5.0,0,63
64,28,4.199999999999999,63,3,2,0.49920000000000003,Medium,Postgraduate,78,False,Medium,Low,2.689655172413793,Medium,8,3,Negative,3.0,0,66
77,21,6.300000000000001,78,2,2,0.6776,Medium,College,88,False,Medium,Low,4.0,High,8,1,Positive,6.0,0,68
99,25,7.5,67,2,0,1.5246,Medium,High School,77,False,High,Medium,2.9615384615384617,High,7,3,Neutral,6.0,0,97
73,27,6.75,62,7,2,1.4162,Low,High School,97,False,High,Medium,3.4642857142857144,Medium,9,1,Neutral,5.0,0,67
95,22,5.5,70,3,0,1.615,Medium,College,85,False,Medium,Medium,3.6956521739130435,Medium,7,4,Positive,5.0,0,71
94,16,5.6000000000000005,11,9,2,0.5264,Low,College,56,False,High,Low,3.2941176470588234,Low,8,2,Positive,7.0,0,66
98,26,6.5,62,7,2,1.9012,Low,Postgraduate,97,False,Medium,Medium,3.5925925925925926,Low,7,2,Neutral,5.0,0,72
92,20,4.0,38,4,2,0.5336,Medium,Postgraduate,58,False,Low,Low,2.761904761904762,Low,7,4,Neutral,4.0,0,70
86,24,6.0,63,5,1,1.5136,Medium,High School,88,False,Medium,Medium,3.52,Low,7,3,Neutral,5.0,0,69
94,7,1.4,32,5,2,1.6073999999999997,Low,Postgraduate,57,False,Medium,High,7.125,Medium,9,3,Negative,4.0,0,66
63,23,6.8999999999999995,95,1,2,0.63,High,Postgraduate,100,False,High,Low,4.166666666666667,Medium,7,3,Positive,6.0,0,69
79,16,5.6000000000000005,52,3,2,0.5293000000000001,Medium,College,67,False,High,Low,3.9411764705882355,Medium,6,3,Positive,7.0,0,65
100,30,6.0,60,3,0,1.5,High,College,75,False,Medium,Medium,2.4193548387096775,Low,6,4,Neutral,4.0,0,75
91,24,7.199999999999999,38,7,2,1.3286,Medium,Postgraduate,73,False,High,Medium,2.92,Low,8,2,Positive,6.0,0,70
98,21,6.300000000000001,35,4,1,0.539,Low,High School,55,False,Medium,Low,2.5,Medium,6,3,Positive,6.0,0,70
91,23,5.75,55,4,2,0.6825,High,High School,75,False,High,Low,3.125,Low,7,2,Negative,5.0,0,69
95,14,2.0999999999999996,37,4,2,1.083,Medium,College,57,False,Low,Medium,3.8,Low,7,2,Neutral,3.0,0,68
88,30,6.0,70,4,4,2.3760000000000003,Medium,College,90,False,Medium,High,2.903225806451613,High,6,2,Negative,4.0,0,73
90,32,9.600000000000001,83,3,0,2.646,Medium,College,98,False,High,High,2.9696969696969697,Medium,5,3,Neutral,6.0,1,74
81,22,5.5,60,6,0,1.4580000000000002,Low,College,90,False,Medium,Medium,3.9130434782608696,High,5,2,Positive,5.0,0,66
97,30,10.5,52,4,1,2.0952,Medium,High School,72,False,High,High,2.3225806451612905,Low,6,2,Positive,7.0,1,74
93,17,5.1,30,4,3,0.465,Low,High School,50,False,Medium,Low,2.7777777777777777,High,5,2,Positive,6.0,0,67
94,15,4.5,42,2,1,0.4888,Medium,College,52,False,Medium,Low,3.25,Medium,8,2,Positive,6.0,0,67
87,20,4.0,65,2,3,0.6525,High,College,75,False,Medium,Low,3.5714285714285716,Medium,10,2,Neutral,4.0,0,70
72,23,6.8999999999999995,69,3,1,1.2096,High,High School,84,False,High,Medium,3.5,High,6,2,Neutral,6.0,0,67
61,18,6.3,66,5,3,1.6653000000000002,Low,College,91,False,High,High,4.7894736842105265,Medium,6,3,Positive,7.0,1,80
97,23,3.4499999999999997,60,4,1,0.776,High,College,80,False,Low,Low,3.3333333333333335,Low,6,2,Negative,3.0,0,70
83,22,4.4,94,1,4,0.8217,Medium,High School,99,False,High,Low,4.304347826086956,High,8,4,Negative,4.0,0,71
72,14,3.5,55,4,4,1.62,Low,College,75,False,Medium,High,5.0,High,8,2,Positive,5.0,0,64
66,23,6.8999999999999995,75,1,1,1.056,High,College,80,False,Medium,Medium,3.3333333333333335,Medium,7,3,Positive,6.0,0,68
93,25,5.0,37,5,0,1.1532,Medium,High School,62,True,Medium,Medium,2.3846153846153846,Low,5,3,Neutral,4.0,0,68
93,21,6.300000000000001,57,2,1,1.2462000000000002,Medium,High School,67,False,Medium,Medium,3.0454545454545454,High,6,3,Positive,6.0,0,69
93,27,6.75,64,4,1,0.7812,Low,Postgraduate,84,False,Medium,Low,3.0,Medium,7,2,Neutral,5.0,0,72
86,13,1.9500000000000002,55,5,0,1.3760000000000001,Medium,College,80,False,Medium,Medium,5.714285714285714,Low,7,5,Negative,3.0,0,65
75,23,4.6,38,6,1,1.02,Low,High School,68,False,Low,Medium,2.8333333333333335,High,7,4,Neutral,4.0,0,64
72,13,3.9000000000000004,36,4,1,0.4032,High,Postgraduate,56,False,High,Low,4.0,Low,8,4,Positive,6.0,0,64
60,13,3.25,32,7,1,1.206,Medium,High School,67,False,Medium,High,4.785714285714286,Low,5,4,Positive,5.0,0,58
93,16,4.800000000000001,42,2,2,0.48360000000000003,Medium,High School,52,False,High,Low,3.0588235294117645,Medium,7,3,Neutral,6.0,0,69
63,14,2.8,49,6,1,0.9954000000000001,Low,High School,79,False,Medium,Medium,5.266666666666667,Low,7,3,Neutral,4.0,0,61
85,17,5.1,61,1,0,1.122,High,College,66,False,High,Medium,3.6666666666666665,Medium,6,2,Neutral,6.0,0,68
80,19,3.8,49,4,1,0.5519999999999999,Medium,College,69,False,Low,Low,3.45,Low,6,4,Neutral,4.0,0,66
81,25,5.0,64,3,1,0.6399,Medium,College,79,False,Medium,Low,3.0384615384615383,Medium,8,4,Neutral,4.0,0,68
97,18,5.4,49,6,2,0.7663,High,College,79,False,High,Low,4.157894736842105,Low,5,3,Positive,6.0,0,70
61,10,3.5,64,3,4,0.9638,Low,College,79,False,High,Medium,7.181818181818182,High,10,2,Positive,7.0,0,62
91,27,6.75,60,3,2,0.6825,Medium,High School,75,False,High,Low,2.6785714285714284,Medium,8,3,Neutral,5.0,0,71
62,15,3.0,49,5,0,1.3763999999999998,Medium,Postgraduate,74,False,High,High,4.625,Low,7,3,Negative,4.0,0,61
62,20,3.0,81,2,1,0.5642,Medium,College,91,False,Low,Low,4.333333333333333,Medium,7,3,Negative,3.0,0,64
77,23,4.6,38,7,1,1.1242,Low,College,73,False,Low,Medium,3.0416666666666665,Low,8,2,Positive,4.0,0,65
63,21,5.25,52,5,3,0.48510000000000003,Medium,High School,77,False,High,Low,3.5,Medium,6,1,Negative,5.0,0,63
92,27,6.75,79,4,4,0.9108,Medium,High School,99,False,Low,Low,3.5357142857142856,Low,6,3,Positive,5.0,0,74
81,23,5.75,49,2,2,0.4779,High,College,59,False,High,Low,2.4583333333333335,Medium,9,2,Neutral,5.0,0,68
61,15,4.5,81,1,2,1.5738,Medium,High School,86,False,High,High,5.375,High,6,3,Neutral,6.0,1,65
62,33,6.6,59,3,2,0.4588,Medium,College,74,False,Medium,Low,2.176470588235294,Medium,7,2,Neutral,4.0,0,66
85,21,6.300000000000001,82,2,1,1.564,High,High School,92,False,High,Medium,4.181818181818182,Medium,6,2,Neutral,6.0,0,69
92,19,5.699999999999999,50,4,2,0.644,Medium,College,70,False,Medium,Low,3.5,High,7,2,Positive,6.0,0,69
78,26,6.5,55,2,3,1.014,Medium,College,65,False,Medium,Medium,2.4074074074074074,Medium,8,3,Positive,5.0,0,70
82,21,7.3500000000000005,50,2,3,1.476,Medium,High School,60,False,High,High,2.727272727272727,High,10,4,Positive,7.0,1,70
92,22,6.6000000000000005,79,3,1,1.7296,Medium,High School,94,False,Medium,Medium,4.086956521739131,Medium,6,3,Positive,6.0,0,71
84,35,7.0,71,3,1,1.4447999999999999,Medium,High School,86,False,Medium,Medium,2.388888888888889,Medium,5,3,Neutral,4.0,0,72
69,18,4.5,19,7,1,0.7452,Low,High School,54,False,High,Medium,2.8421052631578947,Low,7,4,Neutral,5.0,0,61
85,18,4.5,76,2,1,2.1929999999999996,High,High School,86,False,Medium,High,4.526315789473684,Medium,6,3,Neutral,5.0,0,68
85,21,5.25,17,7,3,0.884,Low,High School,52,False,Medium,Medium,2.3636363636363638,Low,7,3,Neutral,5.0,0,66
89,26,7.800000000000001,34,5,1,0.5251,Medium,High School,59,True,High,Low,2.185185185185185,Low,8,4,Neutral,6.0,0,70
85,11,3.3000000000000003,45,7,0,0.68,Low,College,80,False,High,Low,6.666666666666667,Low,10,3,Positive,6.0,0,63
99,8,,63,2,1,1.4454,High,High School,73,False,,Medium,8.11111111111111,Medium,6,3,Positive,,0,68
68,16,3.2,67,5,1,1.2512,Medium,College,92,False,Medium,Medium,5.411764705882353,Medium,4,4,Negative,4.0,0,62
98,10,2.0,70,2,3,0.784,High,College,80,False,Medium,Low,7.2727272727272725,Medium,7,3,Neutral,4.0,0,69
82,17,5.95,83,3,3,1.6072,Medium,High School,98,False,High,Medium,5.444444444444445,Medium,8,4,Positive,7.0,0,69
87,23,8.049999999999999,73,4,1,1.6182,Low,Postgraduate,93,False,High,Medium,3.875,High,6,4,Positive,7.0,0,72
64,15,5.25,47,4,2,0.8576,Medium,High School,67,False,High,Medium,4.1875,Low,7,3,Positive,7.0,0,64
75,11,3.3000000000000003,57,7,2,1.3800000000000001,Medium,College,92,False,High,Medium,7.666666666666667,Low,7,4,Positive,6.0,0,63
91,20,4.0,68,5,1,2.5389,Medium,Postgraduate,93,False,Medium,High,4.428571428571429,Low,7,3,Negative,4.0,0,70
88,25,5.0,63,7,1,0.8623999999999999,Medium,Postgraduate,98,False,Low,Low,3.769230769230769,Low,8,4,Neutral,4.0,0,69
62,10,3.0,46,1,1,0.6324,High,High School,51,False,High,Medium,4.636363636363637,Medium,7,2,Positive,6.0,0,61
82,25,5.0,79,3,2,0.7707999999999999,High,High School,94,False,Medium,Low,3.6153846153846154,Low,8,3,Neutral,4.0,0,70
64,25,6.25,38,3,1,0.3392,Medium,College,53,True,Medium,Low,2.0384615384615383,Medium,4,2,Neutral,5.0,0,64
